Length,Width,Color Intensity,Fin Length
-0.7348448474570276,0.6941265701765202,-0.13931821483328471,0.05498728234697211
-0.7803342205660319,-0.6645422479950801,0.26307178931455744,0.6173859396543409
-0.8903991988012603,-0.5563874920014149,-0.5124103604756056,1.092405056296916
-0.8339122037150448,0.3746176154334511,-0.9724270309935114,0.8086544376220356
-0.6961353367152068,-0.4018554235746621,-0.11537941063492504,0.19272831990081732
-0.8046330395841573,1.2451506735850038,0.7654177079196159,0.8381794603066078
-0.6592851323711306,-0.30382846172158146,0.8718519935704406,0.9356452754717226
-0.599306225944874,-1.5919781889368574,0.7417595926216346,0.6398055841907045
-0.7371304182880906,1.2207945002980887,1.0236234447427595,1.3826682682328668
-0.9559999614467521,0.3925956989377074,0.8651182669241789,0.5754139700984333
-0.7748380130565854,0.6409294548262461,0.9325532159722448,0.5741836675653256
-0.7693654853070859,-0.4712670708521399,-0.018514745959937472,-0.47681663628876164
-0.6302189223667012,0.7274302863468733,1.3247100162589927,-0.41892747987027423
-0.6849547093410999,-0.4418088631328908,0.3046834375600367,1.0543200971320794
-0.6896265513464119,-0.07899946313079026,0.7722793028490652,0.8366092866549589
-0.7308690880915775,0.28514932843425483,0.7522983505410133,0.17284781179381534
-0.7097462019340344,0.7857932689648475,0.7094729767856445,0.881060670774469
-0.7187593556384707,0.7439852165697954,-0.2470173048084188,0.759697005935115
-0.5871723614491857,1.0474909319594308,2.345935654004137,0.6334660504547532
-0.6346999445404777,0.6017432528156851,0.125925217113744,-0.39295987685315165
-0.8579645688276132,0.37567985682108473,-0.7362183274535604,0.2586319306451302
-0.7678771847944241,0.16654379150746554,-0.6568764503601805,0.7931312726108098
-0.7250513329671191,0.17810663695183668,0.2715106993381873,0.6281047788949843
-0.8919542007022451,0.34514235404255694,0.5242869911732497,0.6978394161909091
-0.8162701141326658,0.8831925348753618,-1.3263938896433554,0.8288989684113964
-0.7160801449447072,-0.711122634652515,0.4295264315306562,-0.3447919096160654
-0.5471734369752406,-0.020493480493759014,1.0446590450367452,0.6120988625309284
-0.7276083702279281,0.5949968425306832,-0.3645728734417672,1.2094180349657715
-0.6029047739443045,-2.837235132687003,0.36817807557583615,0.9091192934105805
-0.6208742729876252,-0.19200264836224484,0.9844182540185056,0.41440216134677893
-0.7254829081123466,-0.7819373940722828,0.45151164610210404,0.033847809869264125
-0.6828370275329737,1.0196339137206643,-0.06884945768470797,1.0046124412715098
-0.6026300936533155,-1.4034875536890041,0.7490458221194074,0.2534797090672206
-0.7669504597428639,2.107836702427178,1.0137959222839013,0.9307176282501183
-0.6686003766762305,1.7538447355691746,0.7531459637308792,0.7400305496573814
-0.7579718946913783,-0.34510956038158597,0.060375226121335175,0.47862433219695977
-0.5728166463540884,0.10511214994829877,1.3853573821509995,0.5813897305896218
-0.651702029201453,-0.732331021466948,0.4046127846659088,0.15626562245859732
-0.722726101692104,-1.4645815393208903,-0.8217457170025755,0.4274865868891583
-0.727305304983064,-0.846476489868068,0.3440030875000482,-0.014229987419321723
-0.7036927007227068,0.33750470163009194,0.6973453498961352,0.7258772527272219
-0.6881631555701856,-1.3685096088739235,-1.1815465783893044,1.002449842182574
-0.5673108397685827,0.34128944522033255,0.5825724680427554,-0.06560760762793874
-0.8430806191548462,1.088579004864151,0.666398710582539,0.0920195796402551
-0.9262212049701618,0.9285868868303714,2.1968677738271896,0.6129568075365883
-0.8903977352277207,0.47548301802225623,-0.1437818270709036,0.17632772569548147
-0.7638902318185556,-0.1747412049203992,0.5088148607136751,0.5277336456340785
